iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Cluster
0,1270,0.023715734481811523,0.00038720748075557455,0.003357267379760742,7.489783717495299e-05,0.1,5,"{'learning_rate': 0.1, 'n_estimators': 5}",0.7440944881889764,0.7125984251968503,0.7549407114624506,0.7035573122529645,0.7035573122529645,0.7237496498708412,0.02157130305791049,24,0.7527093596059113,0.723152709359606,0.75,0.7598425196850394,0.7165354330708661,0.7404480043442845,0.017254952753773447,7
0,1270,0.21508216857910156,0.01738995976160773,0.011620044708251953,0.0004137983407851357,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7755905511811023,0.7716535433070866,0.8260869565217391,0.7509881422924901,0.8142292490118577,0.7877096884628552,0.02803300566915714,15,0.7960591133004926,0.8118226600985222,0.8031496062992126,0.8070866141732284,0.78248031496063,0.800119661766417,0.01022070221903368,7
0,1270,0.4025376796722412,0.003849238968554235,0.020137882232666014,0.00023262619886399243,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8070866141732284,0.7992125984251969,0.8379446640316206,0.7747035573122529,0.8181818181818182,0.8074258504248235,0.020906505602537623,7,0.81871921182266,0.8108374384236453,0.8218503937007874,0.8336614173228346,0.8110236220472441,0.8192184166634343,0.00840443016156361,7
0,1270,0.6030060291290283,0.009858342408836311,0.030507421493530272,0.002260135605207829,0.1,150,"{'learning_rate': 0.1, 'n_estimators': 150}",0.8110236220472441,0.7952755905511811,0.849802371541502,0.7865612648221344,0.8300395256916996,0.8145404749307522,0.02302156445484229,1,0.8226600985221675,0.8266009852216749,0.8248031496062992,0.844488188976378,0.8287401574803149,0.829458515961367,0.007777705411639658,7
0,1270,0.023183679580688475,0.00045194528253195945,0.0032756805419921877,6.154403295676203e-05,0.5,5,"{'learning_rate': 0.5, 'n_estimators': 5}",0.7913385826771654,0.7440944881889764,0.8063241106719368,0.7905138339920948,0.8023715415019763,0.7869285114064299,0.022278838663851736,16,0.7842364532019704,0.7665024630541872,0.7746062992125984,0.8051181102362205,0.7598425196850394,0.7780611690780032,0.015796652780171994,7
0,1270,0.1979893684387207,0.004000836689749937,0.011110687255859375,0.00021773350619435058,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.8070866141732284,0.7992125984251969,0.8260869565217391,0.7865612648221344,0.8260869565217391,0.8090068780928075,0.015407005167142225,6,0.8364532019704434,0.8403940886699507,0.8385826771653543,0.8631889763779528,0.8543307086614174,0.8465899305690237,0.010399094170482043,7
0,1270,0.416778039932251,0.008998295847794102,0.021765995025634765,0.0027447756789449186,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.8070866141732284,0.7952755905511811,0.8260869565217391,0.8023715415019763,0.8260869565217391,0.8113815318539729,0.01258194435367692,4,0.8719211822660099,0.864039408866995,0.8553149606299213,0.8838582677165354,0.8690944881889764,0.8688456615336875,0.009392326852531045,7
0,1270,0.6032977104187012,0.018014612280014986,0.02937736511230469,0.0013967504449898633,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.8070866141732284,0.7874015748031497,0.8142292490118577,0.7944664031620553,0.8142292490118577,0.8034826180324297,0.010806118867841753,9,0.8906403940886699,0.8817733990147784,0.8818897637795275,0.8956692913385826,0.8818897637795275,0.8863725224002172,0.0057617154921026405,7
0,1270,0.02172250747680664,0.00038688580046142843,0.0029131412506103516,3.086525340561098e-05,1.0,5,"{'learning_rate': 1.0, 'n_estimators': 5}",0.7283464566929134,0.7913385826771654,0.8023715415019763,0.7470355731225297,0.782608695652174,0.7703401699293517,0.028014407043074785,21,0.7793103448275862,0.7901477832512315,0.7834645669291339,0.8041338582677166,0.7696850393700787,0.7853483185291494,0.01150022021888367,7
0,1270,0.21264257431030273,0.015380635549651871,0.012190103530883789,0.0013741619027593276,1.0,50,"{'learning_rate': 1.0, 'n_estimators': 50}",0.7834645669291339,0.8031496062992126,0.7984189723320159,0.7984189723320159,0.8102766798418972,0.7987457595468552,0.008787313772209631,12,0.8660098522167488,0.858128078817734,0.8622047244094488,0.8631889763779528,0.8651574803149606,0.862937822427369,0.0027603765238090757,7
0,1270,0.40950827598571776,0.0228901247455073,0.020131492614746095,0.0007315689481314369,1.0,100,"{'learning_rate': 1.0, 'n_estimators': 100}",0.7795275590551181,0.8070866141732284,0.7984189723320159,0.8063241106719368,0.7865612648221344,0.7955837042108865,0.010907944111112948,13,0.8955665024630541,0.8975369458128079,0.8868110236220472,0.8996062992125984,0.8946850393700787,0.8948411620961172,0.004359068672371975,7
0,1270,0.7795162200927734,0.14919937675088688,0.042227649688720705,0.011712324760857892,1.0,150,"{'learning_rate': 1.0, 'n_estimators': 150}",0.7598425196850394,0.8070866141732284,0.7865612648221344,0.7865612648221344,0.7786561264822134,0.7837415579969499,0.015217876244462133,18,0.9123152709359605,0.9192118226600985,0.9183070866141733,0.9183070866141733,0.9114173228346457,0.9159117179318101,0.003331675006657594,7
