iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Cluster
0,49400,0.4326771259307861,0.0036030282808398625,0.01339411735534668,0.0006943959514446198,0.1,5,"{'learning_rate': 0.1, 'n_estimators': 5}",0.6619433198380567,0.6656544184634072,0.658872355501569,0.666160542565037,0.6580625569389614,0.6621386386614062,0.0033423828612903746,24,0.6598851185505706,0.6593876518218623,0.6605769230769231,0.6611082995951417,0.6596153846153846,0.6601146755319764,0.0006374186809125739,4
0,49400,4.47925443649292,0.5530886329549489,0.10680212974548339,0.01996290271262976,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7411943319838057,0.7405607855046057,0.7363093430509161,0.7374228160745014,0.7303370786516854,0.7371648710531028,0.0038777829549223155,20,0.735620840608315,0.740080971659919,0.7351214574898786,0.736918016194332,0.7357034412955465,0.7366889454495981,0.0017959621438709745,4
0,49400,8.751969909667968,1.0365960258727682,0.19176816940307617,0.03403729679131469,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.7469635627530364,0.7490636704119851,0.7495697945136147,0.7513918412794818,0.7432938556534062,0.7480565449223049,0.002767896203335003,19,0.748551329740125,0.7497722672064777,0.7458502024291498,0.7486082995951417,0.7472672064777328,0.7480098610897252,0.0013396308198462394,4
0,49400,13.85647110939026,1.4895951864798551,0.3068375587463379,0.05961006759618132,0.1,150,"{'learning_rate': 0.1, 'n_estimators': 150}",0.7528340080971659,0.7551371596315416,0.7579714546006681,0.7594898269055572,0.7521004150217634,0.7555065728513393,0.0028573741284896445,18,0.7534603608390901,0.7569585020242915,0.7518471659919028,0.7536184210526315,0.7534412955465587,0.753865149090895,0.0016760350974297535,4
0,49400,0.5783081531524659,0.004507310413545569,0.018915557861328126,0.000757902784679597,0.5,5,"{'learning_rate': 0.5, 'n_estimators': 5}",0.7381578947368421,0.7358032189492864,0.7337787225427674,0.7381313898167831,0.7278064581435368,0.7347355368378432,0.0038291492862426355,22,0.7339001492952757,0.7363613360323886,0.7302631578947368,0.7359564777327935,0.7329453441295547,0.7338852930169499,0.002210166627425978,4
0,49400,4.313614368438721,0.5465440180036951,0.09854612350463868,0.019161488749465574,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.7566801619433199,0.7631339204372912,0.7646522927421804,0.7646522927421804,0.7600971758275129,0.761843168738497,0.003070945316879878,17,0.7591285204585136,0.7640435222672065,0.7601973684210527,0.7598937246963563,0.7612854251012146,0.7609097121888687,0.001713139457742319,4
0,49400,9.140574550628662,1.2917818835886528,0.21099796295166015,0.041556212133784,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.7662955465587045,0.7711306812430407,0.7698147585788035,0.7703208826804332,0.7672841380706549,0.7689692014263274,0.0018548246802680773,12,0.765758242870518,0.769331983805668,0.7685475708502024,0.7656882591093117,0.7683198380566801,0.767529178938476,0.0015124529540085105,4
0,49400,13.18044581413269,1.5680424512590985,0.28653407096862793,0.05291792760933052,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.7669028340080971,0.772547828727604,0.7705233323210852,0.7722441542666262,0.769004960016196,0.7702446218679218,0.002101660237781261,9,0.7685417141121992,0.7717864372469636,0.7705465587044534,0.7675607287449393,0.7701417004048583,0.7697154278426828,0.0014954530338471498,4
0,49400,0.433653736114502,0.0037819610912253636,0.013542795181274414,0.00037357842384310575,1.0,5,"{'learning_rate': 1.0, 'n_estimators': 5}",0.7389676113360324,0.7366130175118939,0.7331713736208119,0.7380301649964571,0.7329689239801599,0.735950218289071,0.0024690174305520805,21,0.736253447708697,0.7383603238866396,0.7298836032388664,0.7358805668016194,0.7351720647773279,0.73511000128263,0.0028208128746057357,4
0,49400,4.7858803272247314,0.6152400098253508,0.11440601348876953,0.02068970225850247,1.0,50,"{'learning_rate': 1.0, 'n_estimators': 50}",0.7663967611336032,0.7687012855552181,0.7678914869926106,0.7705233323210852,0.7696123089381517,0.7686250349881337,0.0014203769780009525,13,0.7663908499709001,0.7714068825910931,0.7670293522267206,0.7643977732793522,0.7683451417004049,0.7675139999536942,0.002326050292692698,4
