iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Cluster
0,6739,2.052598810195923,0.296977980353512,0.048938655853271486,0.012038241637009884,1.0,100,"{'learning_rate': 1.0, 'n_estimators': 100}",0.7342242019302153,0.7371937639198218,0.7535263548626577,0.7245731254639941,0.726800296956199,0.7352635486265776,0.010239607809690653,14,0.7777777777777778,0.7788907438323132,0.7729549248747913,0.7553329623446485,0.7690595436839176,0.7708031905026896,0.008497665689068639,0
0,6739,2.585475301742554,0.021127538743903784,0.05709805488586426,0.0005351857123740035,1.0,150,"{'learning_rate': 1.0, 'n_estimators': 150}",0.7386785449146251,0.7527839643652561,0.7579806978470676,0.7305122494432071,0.7357089829250185,0.7431328878990349,0.010467442751010868,11,0.7868670005564831,0.7816731589686514,0.7850120571322574,0.7677610832869598,0.7790762381747357,0.7800779076238176,0.006718481145369624,0
0,6739,0.09024105072021485,0.00041179179369483246,0.0042877674102783205,2.6877462662939566e-05,1.5,5,"{'learning_rate': 1.5, 'n_estimators': 5}",0.6926503340757239,0.7023014105419451,0.6896807720861173,0.6829992576095026,0.6956198960653304,0.692650334075724,0.006386284533810397,24,0.7072899276572064,0.7030235577814876,0.7054349842329809,0.6831756631422742,0.7045075125208681,0.7006863290669634,0.00886391270721083,0
0,6739,0.8765400886535645,0.019879001199451712,0.022308492660522462,0.0019219389448256986,1.5,50,"{'learning_rate': 1.5, 'n_estimators': 50}",0.7386785449146251,0.746844840386043,0.732739420935412,0.732739420935412,0.7245731254639941,0.7351150705270972,0.007385199771608535,15,0.7647931738081989,0.761825264329438,0.766833611574847,0.7484696716750139,0.7473567056204786,0.7578556854015952,0.008280281284453576,0
0,6739,1.7840057373046876,0.014647139701623279,0.03976030349731445,0.0003816695703127711,1.5,100,"{'learning_rate': 1.5, 'n_estimators': 100}",0.7201187824795843,0.7238307349665924,0.74090571640683,0.7230883444691908,0.726800296956199,0.7269487750556793,0.007295096360230587,18,0.7703580040808755,0.773882396586904,0.7727694305323688,0.7570024114264515,0.7627527360415507,0.7673529957336301,0.006469898010530283,0
0,6739,3.4425387382507324,0.24030824038537957,0.09167594909667968,0.00590378048874914,1.5,150,"{'learning_rate': 1.5, 'n_estimators': 150}",0.7082405345211581,0.7275426874536006,0.7364513734224202,0.7119524870081663,0.7216035634743875,0.7211581291759466,0.010261115096166899,19,0.7833426080504544,0.7866815062140605,0.7855685401595252,0.766833611574847,0.7740678909293267,0.7792988313856427,0.007653884091561696,0
1,20217,5.312793016433716,0.7603084511493957,0.08893814086914062,0.011246168910680882,1.0,100,"{'learning_rate': 1.0, 'n_estimators': 100}",0.7442493198120208,0.7442493198120208,0.752164234479347,0.7489488003957457,0.7459807073954984,0.7471184763789266,0.0030518321672395932,7,0.7581153774809868,0.759166512088048,0.7596611636678414,0.7605886353799542,0.7587955234032029,0.7592654424040066,0.0008319489614322296,0
1,20217,8.483546495437622,1.2244403335620526,0.16183667182922362,0.03739377410263071,0.1,150,"{'learning_rate': 0.1, 'n_estimators': 150}",0.7402918624783577,0.7410338857284194,0.734108335394509,0.7457333663121445,0.7331189710610932,0.7388572841949047,0.0046809585920093485,12,0.7391949545538861,0.7396896061336796,0.7424720212700179,0.7407407407407407,0.7392567860013602,0.7402708217399369,0.0012320449261803588,0
1,20217,7.947224044799805,1.0158214333231461,0.14449262619018555,0.030273092365283347,1.0,150,"{'learning_rate': 1.0, 'n_estimators': 150}",0.7425179322285431,0.7484541182290378,0.7516695523126391,0.7459807073954984,0.7459807073954984,0.7469206035122434,0.0030349466535103623,8,0.762505410251654,0.7629382303839732,0.7634328819637668,0.7608977926173252,0.7615161070920671,0.7622580844617572,0.0009278838302011487,0
1,20217,2.9514489650726317,0.4365946075281267,0.053930234909057614,0.010183606902154984,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.7435072965619589,0.7440019787286668,0.7494434825624536,0.7489488003957457,0.7437546376453129,0.7459312391788276,0.0026749455027644474,9,0.7498917949669202,0.7482223458851172,0.7511902553638781,0.7490879861497558,0.7498917949669202,0.7496568354665183,0.000984188845659877,0
1,20217,7.97540397644043,1.1162026846047628,0.16205854415893556,0.0478648610411654,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.7504328468958694,0.7499381647291615,0.7556270096463023,0.7588424437299035,0.7526589166460549,0.7534998763294583,0.0033426754205344695,2,0.7595993322203672,0.7604031410375317,0.7633710505162926,0.7584245347183578,0.7633710505162926,0.7610338218017685,0.0020094364283138235,0
1,20217,5.4864965915679935,0.7627755901474776,0.08857474327087403,0.014044178997052065,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.7499381647291615,0.7449913430620826,0.7561216918130101,0.7548849863962405,0.7474647538956221,0.7506801879792233,0.004255416901826693,4,0.7563840969517096,0.7578680516910901,0.7580535460335126,0.756816917084029,0.7602176466951092,0.7578680516910901,0.0013313159252914726,0
2,60651,16.48169078826904,1.7730630363114765,0.25228657722473147,0.06423023024991441,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.7499587798845837,0.7563066776586974,0.7547403132728772,0.7514427040395714,0.7507007419620775,0.7526298433635615,0.002459207424050066,3,0.7550494641384996,0.7544929925803793,0.7539365210222588,0.7548639736191262,0.7559769167353668,0.7548639736191262,0.0006739205239953113,0
2,60651,25.798032140731813,3.102415381492955,0.34836568832397463,0.058854707537317245,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.7528441879637263,0.7583676834295136,0.756883759274526,0.755234954657873,0.7516075845012367,0.754987633965375,0.002494004339810563,1,0.7577287716405606,0.7582028029678483,0.7578524319868095,0.7576875515251442,0.759315746084089,0.7581574608408904,0.0006068463414102593,0
