iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,Cluster
0,22281,0.21760525703430175,0.0017745407527876367,0.008140373229980468,0.0001587764919950217,0.1,5,"{'learning_rate': 0.1, 'n_estimators': 5}",0.7118491921005387,0.718132854578097,0.7120736086175943,0.7105026929982047,0.723967684021544,0.7153052064631956,0.00506923084506121,24,0.7258191202872532,0.7303074506283662,0.7251458707360862,0.7277827648114902,0.718132854578097,0.7254376122082585,0.004069526078224059,6
0,22281,1.9965686798095703,0.002780378070688139,0.04765839576721191,0.0011851037313841042,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7446140035906643,0.7517953321364452,0.7473070017953322,0.748653500897666,0.7634649910233393,0.7511669658886894,0.006569541997677542,21,0.7547688509874326,0.7625673249551167,0.7621745960502693,0.7592571813285458,0.7614452423698385,0.7600426391382405,0.002874590753633777,6
0,22281,5.134264802932739,0.4721147759782183,0.12907633781433106,0.0035379025052159805,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.7578545780969479,0.7580789946140036,0.7605475763016158,0.755834829443447,0.770870736086176,0.760637342908438,0.005330730823198567,19,0.7667190305206463,0.770197486535009,0.7742369838420108,0.7690192998204668,0.7704219030520646,0.7701189407540394,0.0024423281616540175,6
0,22281,6.002158212661743,0.10714828096170953,0.13770523071289062,0.008393679433228112,0.1,150,"{'learning_rate': 0.1, 'n_estimators': 150}",0.7627917414721723,0.7639138240574507,0.7663824057450629,0.7592010771992819,0.775359066427289,0.7655296229802514,0.005431436088835124,18,0.7730026929982047,0.7753029622980251,0.780576750448833,0.7739564631956912,0.7767616696588869,0.7759201077199281,0.0026510611064114314,6
0,22281,0.21183347702026367,0.0069955979941932304,0.007880640029907227,0.000450144768649218,0.5,5,"{'learning_rate': 0.5, 'n_estimators': 5}",0.7416965888689407,0.7439407540394973,0.7412477558348295,0.7423698384201077,0.7529174147217235,0.7444344703770197,0.004338616148507898,23,0.7514587073608617,0.7544883303411131,0.7524124775583483,0.7521880610412927,0.7489901256732495,0.7519075403949731,0.0017723932898262252,6
0,22281,2.648884344100952,0.03959148560644966,0.07038812637329102,0.0030760691432305913,0.5,50,"{'learning_rate': 0.5, 'n_estimators': 50}",0.7713195691202872,0.770870736086176,0.7724416517055656,0.7677289048473968,0.7850089766606823,0.7734739676840215,0.005975719258653778,17,0.7813622082585279,0.7828770197486535,0.7882069120287253,0.7808572710951526,0.7855700179533214,0.7837746858168761,0.0027569913917623056,6
0,22281,4.487708568572998,0.6548927860377707,0.10051231384277344,0.0170982625596391,0.5,100,"{'learning_rate': 0.5, 'n_estimators': 100}",0.774685816876122,0.776705565529623,0.775359066427289,0.7737881508078994,0.7930879712746858,0.7787253141831239,0.007244170732302049,13,0.7888240574506283,0.792302513464991,0.7945466786355476,0.7883191202872532,0.7898339317773788,0.7907652603231599,0.0023358730360663127,6
0,22281,6.6410153865814205,0.8630098498083807,0.15421743392944337,0.027522076655210455,0.5,150,"{'learning_rate': 0.5, 'n_estimators': 150}",0.776032315978456,0.7807450628366248,0.7789497307001796,0.7809694793536804,0.797576301615799,0.7828545780969479,0.007569991927028119,9,0.7924147217235189,0.7965664272890485,0.797520197486535,0.792975763016158,0.7928074506283662,0.7944569120287254,0.002140973562702139,6
0,22281,0.2840932846069336,0.007729947581610679,0.01213693618774414,0.0007854817523880258,1.0,5,"{'learning_rate': 1.0, 'n_estimators': 5}",0.7526929982046678,0.748653500897666,0.7562836624775583,0.7439407540394973,0.750673249551167,0.7504488330341113,0.004116070563055768,22,0.7621745960502693,0.7625112208258528,0.7637455116696589,0.7535345601436265,0.7521880610412927,0.7588307899461401,0.004920508058449049,6
0,22281,2.390933322906494,0.332058319072629,0.05462770462036133,0.009857139979004522,1.0,50,"{'learning_rate': 1.0, 'n_estimators': 50}",0.7778276481149012,0.7744614003590664,0.7762567324955116,0.7823159784560144,0.7859066427289049,0.7793536804308798,0.004184991993156233,11,0.7888240574506283,0.7925269299820467,0.7929196588868941,0.7883752244165171,0.7865237881508079,0.7898339317773788,0.0024851026245904418,6
0,22281,3.9644042015075684,0.01815732811247088,0.09206862449645996,0.00516690238878925,1.0,100,"{'learning_rate': 1.0, 'n_estimators': 100}",0.7769299820466786,0.7789497307001796,0.7726660682226212,0.7800718132854578,0.7879263913824057,0.7793087971274686,0.004995170899802593,12,0.7937051166965888,0.7942661579892281,0.7972396768402155,0.7937612208258528,0.7935929084380611,0.7945130161579892,0.0013827590830587343,6
0,22281,7.0055763721466064,0.9258065025735609,0.16816930770874022,0.029322287302724098,1.0,150,"{'learning_rate': 1.0, 'n_estimators': 150}",0.776032315978456,0.7809694793536804,0.775359066427289,0.7841113105924596,0.7912926391382405,0.7815529622980251,0.005841040748652582,10,0.7958931777378815,0.796846947935368,0.7989789048473968,0.7964542190305206,0.7979129263913824,0.79721723518851,0.001100899693573714,6
0,22281,0.21375184059143065,0.0024152934649423205,0.00812687873840332,0.00021250458606843025,1.5,5,"{'learning_rate': 1.5, 'n_estimators': 5}",0.7497755834829444,0.7504488330341114,0.756508078994614,0.7504488330341114,0.7544883303411131,0.7523339317773788,0.0026727244041219577,20,0.7560592459605027,0.756564183123878,0.7584156193895871,0.75387118491921,0.7563958707360862,0.7562612208258528,0.0014494423344891011,6
0,22281,1.96322021484375,0.017354755882085984,0.04708442687988281,0.0017360410591708885,1.5,50,"{'learning_rate': 1.5, 'n_estimators': 50}",0.7699730700179533,0.7717684021543986,0.7744614003590664,0.7699730700179533,0.781867145421903,0.7736086175942549,0.0044441270357222775,16,0.7838307899461401,0.785794434470377,0.789721723518851,0.7862432675044884,0.784504039497307,0.7860188509874326,0.0020442238380972907,6
0,22281,4.307044553756714,0.5486397326462564,0.11061329841613769,0.028409504235110482,1.5,100,"{'learning_rate': 1.5, 'n_estimators': 100}",0.7675044883303411,0.7715439856373429,0.7735637342908438,0.7735637342908438,0.7861310592459605,0.7744614003590664,0.006240232061558191,15,0.7903949730700179,0.7919097845601436,0.7915731597845601,0.7909560143626571,0.7924708258527827,0.7914609515260322,0.0007245908568654765,6
0,22281,6.721087074279785,0.9546740500962883,0.15952458381652831,0.024287571260087567,1.5,150,"{'learning_rate': 1.5, 'n_estimators': 150}",0.7737881508078994,0.776705565529623,0.7722172351885098,0.7728904847396768,0.7847845601436265,0.7760771992818671,0.004615348147427383,14,0.7965103231597845,0.7958370736086176,0.7973518850987432,0.7965664272890485,0.7979690305206463,0.796846947935368,0.0007383610357433543,6
